Key	Type	Desc	Chinese (Simplified)	English	French	German	Spanish	Portuguese (Brazil)	Russian	Italian	Japanese	Korean	Chinese (Traditional)	Indonesian											
Obj/Desc/CatToyGenerally	base	0	"猫咪玩具,通过合成可以创造更高一级的猫咪玩具。"	Cat Toy.MERGE to reach its next level.	"Jouet pour chat.KOMBINIEREN, um nächstes Level zu erreichen."	"Katzenspielzeug.KOMBINIEREN, um nächstes Level zu erreichen."	Toy de Gato.FUSIONA para llegar al siguiente nivel.	Brinquedo de gato.COMBINE para alcançar o próximo nível.	Игрушка для кошек.слияние для создания модернизированных игрушек для кошек.	"Gatto giocattolo,ABBINA per raggiungere il livello successivo."	"猫のおもちゃ,同じコマを合成することでレベルアップします。"	"고양이 장난감,고양이 장난감 ({0}), 병합되어 업그레이드 된 고양이 장난감을 만듭니다."	"貓咪玩具,通過合成可以創造更高一級的貓咪玩具."	"Mainan Kucing,GABUNG untuk mencapai level berikutnya."											
Obj/Desc/CatToy	base	0	"猫咪玩具,点击该道具可以收集封住的猫咪用品道具或者合成更高等级的猫咪玩具道具。"	Cat Toy.MERGE to reach its next level.TAP to produce new items.	Jouet pour chat.FUSIONNEZ pour atteindre le niveau suivant.TOUCHEZ pour produire de nouveaux objets.	"Katzenspielzeug.KOMBINIEREN, um nächstes Level zu erreichen.TIPPEN, um neue Gegenstände herzustellen."	Toy de Gato.FUSIONA para llegar al siguiente nivel.TOCA para producir objetos nuevos.	Brinquedo de gato.COMBINE para alcançar o próximo nível.TOQUE para produzir itens novos.	"Игрушка для кошек. нажмите этот элемент, чтобы собрать реквизит или слияние запечатанного кошачьего поставки, чтобы создать обновленные реквизиты игрушек для кошек."	"Gatto giocattolo,ABBINA per raggiungere il livello successivo.TOCCA per produrre nuovi oggetti."	"猫のおもちゃ,同じコマを合成することでレベルアップします。タップで新しいコマを作ります。"	"고양이 장난감,고양이 장난감 ({0}),이 항목을 탭하여 봉인 된 CAT 용품 소품을 수집하거나 병합하여 업그레이드 된 고양이 장난감 소품을 만듭니다."	"貓咪玩具,點擊該道具可以收集封住的貓咪用品道具或者合成更高等級的貓咪玩具道具."	"Mainan Kucing,MERGE untuk mencapai level berikutnya.TAP untuk menghasilkan item baru."											
Obj/Desc/CatToyMax	base	0	"猫咪玩具,最高等级. 点击该道具可以收集猫咪用品道具。"	Cat Toy.This item is at its MAX level.TAP to produce new items.	Jouet pour chat.FUSIONNEZ pour atteindre le niveau suivant.TOUCHEZ pour produire de nouveaux objets.	"Katzenspielzeug.MAXIMALES Level erreicht.TIPPEN, um neue Gegenstände herzustellen."	Toy de Gato.Este objeto está en el nivel máximo.TOCA para producir objetos nuevos.	Brinquedo de gato.Este item está no nível MÁX.TOQUE para produzir itens novos.	"Игрушка для кошек,максимальный уровень. Нажмите на этот предмет, чтобы собрать реквизит запечатанных кошек."	"Gatto giocattolo,Questo oggetto è al livello MASSIMO.TOCCA per produrre nuovi oggetti."	"猫のおもちゃ,石畳(Lv 4)石畳(Lv 5)"	"고양이 장난감,고양이 장난감 ({0}), 최대 레벨. 이 품목을 탭하여 봉인 된 CAT 용품 소품을 수집하십시오."	"貓咪玩具,最高等級. 點擊該道具可以收集封住的貓咪用品道具."	"Mainan Kucing,Item ini berada pada level MAX.TAP untuk menghasilkan item baru."											
Obj/Chain/CatToy	base	0	猫咪玩具	Cat Toy	Jouet pour chat	Katzenspielzeug	Juguete para gatos	Brinquedo De Gato	Игрушка для кошек	Giocattolo per gatti	猫のおもちゃ	고양이 장난감	貓咪玩具	Mainan Kucing											
Obj/SpurLine/SpurLine5Title	base	0	宠物总动员	Pet Story	Histoire d'animal de compagnie	Haustiergeschichte	Historia de mascotas	História do animal de estimação	История домашних животных	Storia dell'animale domestico	ペットストーリー	펫스토리	寵物總動員	Cerita Hewan Peliharaan											
Obj/SpurLine/SpurLine5Describe	base	0	宠物具有治愈情绪的能力，他们能给你带来最纯粹的快乐。	Pets have the power to heal emotions and they can bring you the purest joy.	Les animaux de compagnie ont le pouvoir de guérir les émotions et ils peuvent vous apporter la joie la plus pure.	"Haustiere haben die Kraft, Emotionen zu heilen, und sie können Ihnen die reinste Freude bereiten."	Las mascotas tienen el poder de sanar las emociones y pueden brindarte la alegría más pura.	Os animais de estimação têm o poder de curar emoções e podem lhe trazer a mais pura alegria.	Домашние животные способны исцелять эмоции и приносить вам чистейшую радость.	Gli animali domestici hanno il potere di guarire le emozioni e possono portarti la gioia più pura.	ペットには感情を癒す力があり、純粋な喜びをもたらしてくれます。	애완 동물은 감정을 치유하는 힘이 있으며 가장 순수한 기쁨을 가져다 줄 수 있습니다.	寵物們具有治愈情緒的能力，他們能給你帶來最純粹的快樂。	Hewan peliharaan memiliki kekuatan untuk menyembuhkan emosi dan mereka dapat memberi Anda kegembiraan yang paling murni.											
Obj/merge/UnlockInstantly	base	0	立即解锁	Unlock now	Débloquer maintenant	Jetzt entsperren	Desbloquear ahora	Desbloquear agora	Разблокировать сейчас	Sblocca subito	アンロックしました	지금 잠금 해제	立即解鎖	Buka sekarang											
Obj/Name/Sewingmachine	base	0	缝纫机	Sewing Machine	Machine à coudre	Nähmaschine	Máquina de coser	Máquina de costura	Швейная машина	Macchina da cucire	ミシン	재봉틀	縫紉機	Mesin jahit											
Obj/Name/JewelryBoxes	base	0	珠宝盒	Jewelry box	Boîte à bijoux	Schmuckkästchen	Joyero	Caixa de jóias	Шкатулка	Scatola di gioielli	宝石箱	보석 함	珠寶盒	Kotak perhiasan											
Obj/Desc/Sewingmachine	base	0	开启后可以获得缝纫工具。	Sewing tools can be obtained after opening.	Les outils de couture peuvent être obtenus après ouverture.	Nähutensilien sind nach dem Öffnen erhältlich.	Las herramientas de costura se pueden obtener después de abrirlas.	As ferramentas de costura podem ser obtidas após a abertura.	Швейные инструменты можно получить после открытия.	Gli strumenti per cucire possono essere ottenuti dopo l'apertura.	開封後は裁縫道具を入手できます。	개봉 후 재봉 도구를 얻을 수 있습니다.	開啟後可以獲得縫紉工具。	Alat jahit dapat diperoleh setelah dibuka.											
Obj/Desc/JewelryBoxes	base	0	开启后可以获得珠宝。	Jewels can be obtained after opening.	Les bijoux peuvent être obtenus après ouverture.	Juwelen können nach dem Öffnen erhalten werden.	Las joyas se pueden obtener después de abrirlas.	As joias podem ser obtidas após a abertura.	Драгоценности можно получить после открытия.	I gioielli possono essere ottenuti dopo l'apertura.	開封後はジュエルを入手可能。	개봉 후 보석을 획득할 수 있습니다.	開啟後可以獲得珠寶。	Permata dapat diperoleh setelah dibuka.											
Obj/Name/Sewingtools_1	base	0	纽扣	Button	Bouton	Taste	Botón	Botão	Кнопка	Pulsante	ボタン	단추	鈕扣	Tombol											
Obj/Name/Sewingtools_2	base	0	针	Needle	Aiguille	Nadel	Aguja	Agulha	Иголка	Ago	針	바늘	針	Jarum											
Obj/Name/Sewingtools_3	base	0	线	Wire	Fil	Kabel	Cable	Arame	Проволока	Filo	ワイヤー	철사	線	Kabel											
Obj/Name/Sewingtools_4	base	0	剪刀	Scissors	Ciseaux	Schere	Tijeras	Tesoura	Ножницы	Forbici	ハサミ	가위	剪刀	Gunting											
Obj/Name/Sewingtools_5	base	0	皮尺	Tape	Enregistrer	Band	Cinta	Fita	Лента	Nastro	テープ	줄자	皮尺	Tape											
Obj/Name/Sewingtools_6	base	0	熨斗	Iron	Fer	Eisen	Hierro	Ferro	Железо	Ferro	鉄	철	熨斗	Besi											
Obj/Name/Sewingtools_7	base	0	衣服架	Clothes Hanger	Cintre	Kleiderbügel	Percha	Cabide	Вешалка для одежды	Appendiabiti	ハンガー	옷걸이	衣服架	Gantungan baju											
Obj/Desc/SewingtoolsGenerally	base	0	"缝纫工具,通过合成可以创造更高一级的缝纫工具。"	Sewing Tools.MERGE to reach its next level.	Outils de couture.FUSIONNEZ pour atteindre le niveau suivant.	"Nähwerkzeuge.KOMBINIEREN, um nächstes Level zu erreichen."	Herramientas de costura.FUSIONA para llegar al siguiente nivel.	Ferramentas de costura.COMBINE para alcançar o próximo nível.	"Швейные Инструменты.СЛИВАЙТЕСЬ, чтобы достичь следующего уровня."	Strumenti per cucire.ABBINA per raggiungere il livello successivo.	"裁縫道具,同じコマを合成することでレベルアップします。"	"바느질 도구,같은 아이템을 합성해 레벨업할 수 있어요."	"縫紉工具,通過合成可以創造更高一級的縫紉工具。"	Alat Jahit.Gabung untuk mencapai level berikutnya.											
Obj/Desc/Sewingtools	base	0	"缝纫工具,点击该道具可以收集服装道具或者合成更高等级的缝纫工具。"	Sewing Tools.TAP to produce new items.MERGE to reach its next level.	Outils de couture.TOUCHEZ pour produire de nouveaux objets.FUSIONNEZ pour atteindre le niveau suivant.	"Nähwerkzeuge.TIPPEN, um neue Gegenstände herzustellen.KOMBINIEREN, um nächstes Level zu erreichen."	Herramientas de costura.TOCA para producir objetos nuevos.FUSIONA para llegar al siguiente nivel.	Ferramentas de costura.TOQUE para produzir itens novos.COMBINE para alcançar o próximo nível.	"Швейные Инструменты.НАЖИМАЙТЕ, чтобы производить новые предметы.СЛИВАЙТЕСЬ, чтобы достичь следующего уровня."	Strumenti per cucire.TOCCA per produrre nuovi oggetti.ABBINA per raggiungere il livello successivo.	"裁縫道具,タップで新しいコマを作ります。同じコマを合成することでレベルアップします。"	"바느질 도구,눌러서 새로운 아이템을 생성하세요.같은 아이템을 합성해 레벨업할 수 있어요."	"縫紉工具,點擊該道具可以收集服裝道具或者合成更高等級的縫紉工具。"	Alat Jahit.Ketuk untuk menghasilkan item baru.Gabung untuk mencapai level berikutnya.											
Obj/Desc/SewingtoolsMax	base	0	"缝纫工具,最高等级。点击该道具可以收集服装道具。"	Sewing Tools.This item is at its MAX level.Tap to produce clothing.	Outils de couture.Cet objet est à son niveau MAX.Appuyez sur pour produire des vêtements.	"Nähwerkzeuge.MAXIMALES Level erreicht.Tippen Sie, um Kleidung herzustellen."	Herramientas de costura.Este objeto está en el nivel máximo.Toca para producir ropa.	Ferramentas de costura.Este item está no nível MÁX.Toque para produzir roupas.	"Швейные Инструменты.Этот предмет находится на максимальном уровне.Нажмите, чтобы произвести одежду."	Strumenti per cucire.Questo oggetto è al livello MASSIMO.Toccare per produrre abbigliamento.	"裁縫道具,このコマはLvMAXになりました。タップして服を生産します。"	"바느질 도구,이 아이템은 이미 최고 레벨이에요.옷을 생산하려면 누릅니다."	"縫紉工具,最高等級。點擊該道具可以收集服裝道具。"	Alat Jahit.Item ini berada pada level maksimalnya.Ketuk untuk memproduksi pakaian.											
Obj/Chain/Sewingtools	base	0	缝纫工具	Sewing Tools	Outils de couture	Nähwerkzeuge	Herramientas de costura	Ferramentas de costura	Швейные Инструменты	Strumenti per cucire	裁縫道具	바느질 도구	縫紉工具	Alat Jahit											
Obj/Name/Clothes_1	base	0	皮鞋	Leather Shoes	Chaussures en cuir	Lederschuhe	Los zapatos de cuero	Sapatos de couro	Кожаные ботинки	Scarpe di pelle	革靴	가죽 신발	皮鞋	Sepatu kulit											
Obj/Name/Clothes_2	base	0	高跟鞋	High Heel	Talon haut	Hoher Absatz	Tacón alto	Salto alto	Высокий каблук	Tacco alto	ハイヒール	하이힐	高跟鞋	Hak tinggi											
Obj/Name/Clothes_3	base	0	领带	Tie	Cravate	Binden	Atar	Gravata	Галстук	Cravatta	タイ	묶다	領帶	Mengikat											
Obj/Name/Clothes_4	base	0	礼帽	Top Hat	Haut-de-forme	Zylinder	sombrero de copa	Cartola	Цилиндр	Cappello a cilindro	トップハット	모자	禮帽	Pucuk topi											
Obj/Name/Clothes_5	base	0	衬衣	Shirt	Chemise	Shirt	Camisa	Camisa	Рубашка	Camicia	シャツ	셔츠	襯衣	Kemeja											
Obj/Name/Clothes_6	base	0	女士衬衣	Ladies Shirt	Chemise femme	Damen-Shirt	Camisa de las señoras	camisa feminina	Женская рубашка	Camicia da donna	レディースシャツ	여성용 셔츠	女士襯衣	Baju Wanita											
Obj/Name/Clothes_7	base	0	西裤	Trousers	Pantalon	Hose	Pantalones	Calça	Брюки	Pantaloni	ズボン	바지	西褲	Celana panjang											
Obj/Name/Clothes_8	base	0	裙子	Skirt	Jupe	Rock	Falda	Saia	Юбка	Gonna	スカート	치마	裙子	Rok											
Obj/Name/Clothes_9	base	0	西装	Suit	Costume	Anzug	Traje	Terno	Подходить	Abito	スーツ	정장	西裝	Setelan											
Obj/Name/Clothes_10	base	0	外套	Coat	Manteau	Mantel	Abrigo	Casaco	Пальто	Cappotto	コート	코트	外套	Mantel											
Obj/Desc/ClothessGenerally	base	0	"服装,通过合成可以创造更高一级的服装。"	"Clothing,MERGE to reach its next level."	Vêtements.FUSIONNEZ pour atteindre le niveau suivant.	"Kleidung.KOMBINIEREN, um nächstes Level zu erreichen."	Ropa.FUSIONA para llegar al siguiente nivel.	Roupas.COMBINE para alcançar o próximo nível.	"Одежда.СЛИВАЙТЕСЬ, чтобы достичь следующего уровня."	Vestiario.ABBINA per raggiungere il livello successivo.	"衣類,同じコマを合成することでレベルアップします。"	"의류,같은 아이템을 합성해 레벨업할 수 있어요."	"服裝,通過合成可以創造更高一級的服裝。"	Pakaian.Gabung untuk mencapai level berikutnya.											
